0,0.5,0.301587302,0.9,0.742953777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294429708,0.321311475,0,0,0,0,1,0,0,0.22745098,0.658823529,0.17,0.03125,0.17,0,0,0,0.050505051,0,1
0,1,0.634920635,0.9,0.229988726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090185676,0,0,0,0,0,0.096385542,0.263157895,0,0.682352941,0.003921569,0,0.625,0.88,0,0,0,0,0,1
0,0.5,0.714285714,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071618037,0.878688525,1,1,0,0,0.060240964,0.122807018,0,0.682352941,0.68627451,0.1,0.052083333,0,0,1,1,0,0,0
0,0.5,0.349206349,0.9,0.459977452,0.907266811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.848806366,0.839344262,0.387755102,0.4,0,0,1,0,0,0.705882353,0.682352941,1,0,0.03,0.072727273,0.036144578,0.017857143,0,0.0125,1
0,0.5,0.349206349,0.9,0.381059752,0.652386117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.591511936,0.645901639,0,0,0,0,1,0,0.176470588,0.682352941,0.682352941,1,0,0,0,0,0,0,0,1
0,0.5,0.714285714,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196286472,0.973770492,1,1,0,0,0.060240964,0.105263158,0,0.682352941,0.960784314,0.04,0.052083333,0,0,1,1,0,0,0
0,0.5,0.714285714,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053050398,0.2,1,1,0,0,0.168674699,0.105263158,0,0.682352941,0.223529412,0.06,0.072916667,0,0,1,1,0,0,0
0,0.5,0.746031746,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50397878,0.406557377,1,1,0,0,0.108433735,0.087719298,0,0.682352941,0.57254902,0.09,0.052083333,0,0,1,1,0,0,0
0,0.5,0.714285714,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100795756,0.940983607,1,1,0,0,0.072289157,0.105263158,0,0.682352941,0.137254902,0.05,0.0625,0,0,1,1,0,0,0
0,0.5,0.714285714,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312997347,0.062295082,0,0,1,1,0.072289157,0.105263158,0,0.682352941,0.094117647,0.05,0.072916667,0,0,0,0,1,1,0
0,0.5,0.714285714,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291777188,0.596721311,1,1,0,0,0.024096386,0.105263158,0,0.682352941,0.137254902,0.05,0.072916667,0,0,1,1,0,0,0
0,0,0.206349206,0.9,0.340473506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.003921569,0.266666667,1,0,1,1,0,0,0,0,0
0,0.5,0.349206349,0.9,0.461104848,0.781453362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.588859416,0.596721311,0,0,0,0,1,0,0,0.858823529,0.682352941,1,0,0.02,0.054545455,0,0,0.02020202,0,1
0,0.5,0.349206349,0.9,0.647125141,0.068872017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.973474801,0.003278689,0,0,0,0,1,0,0.392156863,0.254901961,0.682352941,1,0,0.01,0.072727273,0,0,0,0,1
0,0.5,0.349206349,0.9,0.497181511,0.074295011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.944297082,0.003278689,0,0,0,0,1,0,0.392156863,0.949019608,0.682352941,1,0,0.01,0.036363636,0,0,0,0,1
0.759856631,1,0.634920635,0.9,0.233370913,0.022234273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.682352941,0.003921569,0,0.885416667,1,0,0,0,0,0,1
0,0.5,0.492063492,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437665782,0.321311475,1,1,0,0,0.012048193,0.105263158,0,0.682352941,0.439215686,0.01,0.0625,0,0,1,1,0,0,0
0,0.5,0.714285714,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527851459,0.91147541,1,1,0,0,0.036144578,0.105263158,0,0.682352941,0.137254902,0.05,0.072916667,0,0,1,1,0,0,0
0,0.5,0.349206349,0.9,0.446448703,0.806399132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.848806366,0.386885246,0,0,0,0,1,0,0.352941176,0.760784314,0.682352941,1,0,0.02,0.254545455,0,0,0.555555556,0.55,1
0,0.5,0.349206349,0.9,0.419391206,0.021691974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.119363395,0.127868852,0,0,0,0,1,0,0,0.682352941,0.682352941,1,0,0,0,0,0,0,0,1
0,0.5,0.349206349,0.9,0.475760992,0.155097614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.636604775,0.652459016,0,0,0.054545455,0.068965517,1,0,0,0.682352941,0.682352941,1,0,0,0,0,0,0,0,1
0,0,0.206349206,0.9,0.883878241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062295082,0,0,0,0,1,0,1,0.003921569,0.803921569,1,0,1,0.8,0,0,0,0,0
0,0.5,0.26984127,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877984085,0.2,1,1,0,0,0.337349398,0.122807018,0,0.682352941,0.82745098,0.23,0.041666667,0.01,0,1,1,0,0,0
0,0.5,0.349206349,0.9,0.588500564,0.744577007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.973474801,0.973770492,0,0,0,0,1,0,0,0.960784314,0.682352941,1,0,0.11,0.018181818,0,0,0,0,1
0,1,0.174603175,0.9,0.730552424,0.672451193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24137931,0.272131148,0,0,0,0,1,0,0,0.682352941,0.662745098,0.98,0.010416667,0,0,0,0,0,0,1
0.003584229,1,0.714285714,0.9,0.03156708,0.186550976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294429708,0.321311475,0,0,0,0,1,0,0,0.752941176,0.788235294,0.12,0.052083333,0.05,0,0,0,0,0,1
0,1,0.174603175,0.9,0.721533258,0.65835141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0.33442623,0,0,0,0,1,0,0.019607843,0.682352941,0.682352941,1,0,0.01,0,0,0,0,0,1
0,0.5,0.857142857,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312997347,0.232786885,1,1,0,0,0.096385542,0.105263158,0,0.682352941,0.309803922,0.07,0.072916667,0,0,1,1,0,0,0
